caminho	tamanho	hash_md5	logger	extensao	pista	carro	data	sessao	duplicata_de
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pedro Buffoni/20211126_124849_Pedro Buffoni_Practice 1.drk	311128	dd79dacc1b2750646847887879456410	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pedro Buffoni/20211126_122538_Pedro Buffoni_Practice 1.rrk	726400	5f260557623de6b63ec938317c049686	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pedro Buffoni/20211126_122538_Pedro Buffoni_Practice 1.xrk	4295737	2d841bf6e5239cb4ae32636e21125b4c	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pierre Balducci/20211126_073556_Pierre Balducci_Practice 1.gpk	3861888	66582565d1413ae41ba920b4c3fad85c	AiM	gpk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pierre Balducci/20211126_072711_Pierre Balducci_Practice 1.rrk	305280	d51b179bf17d5bb21e59204df2a1cdc2	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pierre Balducci/20211126_073556_Pierre Balducci_Practice 1.rrk	858240	3a3a521bd71b664553fe3290f207087a	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Enzo Maccapani/20211126_124254_Enzo Maccapani_Practice 1.drk	589200	68c642e7403e060e3b38547fcab896fd	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/88 Manso/20211126_132635_88 Manso_Practice 1.xrk	2308077	6ccd0c4142b35d284a91f9ee9cb4591a	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Brayann Santos/20211126_125033_Brayann Santos_Practice 1.rrk	111808	24d9c5bae1f55b795c39fc98b307d05e	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Caua Rodrigues/20211126_123335_Caua Rodrigues_Practice 1.rrk	935424	b0fdc7ccce9d25bb115999bc2b7a994c	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Brayann Santos/20211126_125033_Brayann Santos_Practice 1.xrk	663883	72a4158590327a1adaebf114aa2b19c1	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Enzo Maccapani/20211126_124254_Enzo Maccapani_Practice 1.rrk	609024	78e00d5127e6abd43799cae42e0d19e1	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Brayann Santos/20211126_122430_Brayann Santos_Practice 1.xrk	5744972	6618001418299ee87f36d5cd7a4cda6a	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Caua Rodrigues/20211126_123335_Caua Rodrigues_Practice 1.xrk	5532645	827da32382a0257fd0847d95a21f751a	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Brayann Santos/20211126_125033_Brayann Santos_Practice 1.drk	119718	704a4ba103dd61550301d050fb9a1eb9	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Caua Rodrigues/20211126_123335_Caua Rodrigues_Practice 1.drk	897948	2f235a2a3932760ab7b2d1b9aeb38bda	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Enzo Maccapani/20211126_122525_Enzo Maccapani_Practice 1.rrk	647936	2bc544afab13fadec2799293f3af3efe	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Brayann Santos/20211126_122430_Brayann Santos_Practice 1.gpk	4371648	c6430126e25987f3e4db9ba5b4a0d0ac	AiM	gpk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Enzo Maccapani/20211126_124254_Enzo Maccapani_Practice 1.xrk	3601134	74b15916407f534ac2ee9130c970f9cf	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Brayann Santos/20211126_122430_Brayann Santos_Practice 1.rrk	971520	d2589077d9225522b1d702fa408c9a55	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/88 Manso/20211126_133814_88 Manso_Practice 1.drk	295790	c0bd12aa9c2b292dc5474aa3c0969090	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Enzo Maccapani/20211126_122525_Enzo Maccapani_Practice 1.xrk	3831848	dd538f298af61f0e3b6a543c5fa9d15d	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Ronnie Rogerio/20211126_072517_Ronnie Rogerio_Practice 1.xrk	5931790	58991c999381f20d543263c38d3cc8ed	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Facundo Mora/20211126_124930_Facundo Mora_Practice 1.rrk	292480	9dfb375faedc5f2541e438c78c02f862	AiM	rrk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/Facundo Mora_Yamaha R3_Goiania_Qualifying testing_a_0303.rrk
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Ronnie Rogerio/20211126_072517_Ronnie Rogerio_Practice 1.gpk	4514208	684173443fd18ce632209546c2aa1684	AiM	gpk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_113914_78 Luiz Henrique_Practice 1.drk	388472	49bef90ca0fddaa21bc6628e7bc847e1	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Facundo Mora/20211126_124930_Facundo Mora_Practice 1.drk	290660	774a148e8a5445db7fcfcf475479dbdd	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_132537_78 Luiz Henrique_Practice 1.drk	157042	11b68faba2bc2c4302de714e08ffbcaf	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Ronnie Rogerio/20211126_072517_Ronnie Rogerio_Practice 1.rrk	1003200	3ad37aaec740a914596789fb609b8a19	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_115024_78 Luiz Henrique_Practice 1.xrk	1479116	b4894e5bb01e5ac9ceb7712ff62d0767	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_113914_78 Luiz Henrique_Practice 1.rrk	396608	2fed8bdc47cb9afe9290b3ad1e35b3c5	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Caique Lanna/20211126_122509_Caique Lanna_Practice 1.rrk	1271680	e16da3ab712b39903879e7a634cf4756	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Gonzalo Augusto/20211126_122527_Gonzalo Augusto_Practice 1.xrk	8134908	0e18556dd1432e130f65cf0f9a8e2e79	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_100225_78 Luiz Henrique_Practice 1.rrk	423168	35f3f4df1f27e0bad90ddb8c27572796	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_132537_78 Luiz Henrique_Practice 1.xrk	827973	e93a7cee770748963d1d2a1b08c68889	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_132537_78 Luiz Henrique_Practice 1.rrk	151552	1fb8fbe018f0ca7acfd80afb3de8dfca	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_115024_78 Luiz Henrique_Practice 1.rrk	272064	67d1847e4eed689468f3be96daec7025	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_100225_78 Luiz Henrique_Practice 1.xrk	2303345	263ef663ea2e61f5ca4bb2dcc3a74b59	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Caique Lanna/20211126_122509_Caique Lanna_Practice 1.xrk	7518856	ead4feb28d9d9a60d01f5bd45c52195f	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_100225_78 Luiz Henrique_Practice 1.drk	413756	1a424c1f0ffb8440d362a45c01f1ef51	AiM	drk			20211126	Practice 1	
_INBOX/SSD_Antigo_vitor/Documents/MoTeC/i2/Workspaces/ACC Workbook/Workbooks/Base_iR_new.i2wkb	14408	0a89b7c306c9d4f0072eec7e92cade65	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/ACC Workbook/Workbooks/Base_iR_new.i2wkb
_INBOX/SSD_Antigo_vitor/Documents/MoTeC/i2/Workspaces/ACC Workbook/Workbooks/Base.i2wkb	132273	f759ed87c109ff5766f13bc9b129a9d5	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/ACC Workbook/Workbooks/Base.i2wkb
_INBOX/SSD_Antigo_vitor/Documents/MoTeC/i2/Workspaces/Kylo Worksheet/Workbooks/Aero.i2wkb	6636	d7c176b30b0eaec788402a70e858f38a	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/Kylo Worksheet/Workbooks/Aero.i2wkb
_INBOX/SSD_Antigo_vitor/Documents/MoTeC/i2/Workspaces/Kylo Worksheet/Workbooks/Tyres & Brakes.i2wkb	40672	23874c59ec2a5a77b55a183a82fd1f7a	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/Kylo Worksheet/Workbooks/Tyres & Brakes.i2wkb
_INBOX/SSD_Antigo_vitor/Documents/MoTeC/i2/Workspaces/Kylo Worksheet/Workbooks/General.i2wkb	34582	9dd28be80cf98a4ac06c8238e4576381	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/Kylo Worksheet/Workbooks/General.i2wkb
_INBOX/SSD_Antigo_vitor/Documents/MoTeC/i2/Workspaces/Kylo Worksheet/Workbooks/Engine.i2wkb	13292	3ab5fc99af93ecb24725962efcc88272	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/Kylo Worksheet/Workbooks/Engine.i2wkb
_INBOX/SSD_Antigo_vitor/Documents/MoTeC/i2/Workspaces/Kylo Worksheet/Workbooks/Track & Section Times.i2wkb	12900	e0f898fd4eb7a99862f7fdd2a43860ec	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/Kylo Worksheet/Workbooks/Track & Section Times.i2wkb
_INBOX/SSD_Antigo_vitor/Documents/MoTeC/i2/Workspaces/Kylo Worksheet/Workbooks/Suspension.i2wkb	80483	c0473dbc535f88ad0abd8bba1eb2984a	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/Kylo Worksheet/Workbooks/Suspension.i2wkb
Trabalho/Porsche_Cup/2026/Data_Analysis_Segundo_Cerebro/Data Analysis/Logs/PI Toolbox/Engenharia Eficaz Tutorial.pwb	53248	e329b8680915cb1a6592e709f2c3d093	Cosworth PI	pwb		Porsche			Trabalho/Biblioteca/ferramentas/softwares_analise/pi-toolbox/Engenharia Eficaz Tutorial.pwb
Trabalho/Porsche_Cup/2026/Data_Analysis_Segundo_Cerebro/Data Analysis/Logs/PI Toolbox/TESTE 1.pwb	15360	3ddd1e92f406e8312cfea358a102a6e0	Cosworth PI	pwb		Porsche			Trabalho/Biblioteca/ferramentas/softwares_analise/pi-toolbox/TESTE 1.pwb
Trabalho/Porsche_Cup/2026/telemetria/Telemetria_por_etapa (copy)/Onboards/991.2/Ref_40_23ET1.vbo	280840	9d45a767b0588c36100505c77afa733e	Racelogic VBOX	vbo		Porsche 991.2			Trabalho/Porsche_Cup/Docs/Onboards_referencia/991.2/Ref_40_23ET1.vbo
Trabalho/Porsche_Cup/2026/telemetria/Telemetria_por_etapa (copy)/Onboards/991.2/Ref_40Rookie_23ET1_0001.vbo	282136	2c18c0aafeb4d25b5243bc8d18284bbf	Racelogic VBOX	vbo		Porsche 991.2			Trabalho/Porsche_Cup/Docs/Onboards_referencia/991.2/Ref_40Rookie_23ET1_0001.vbo
Trabalho/Porsche_Cup/2026/telemetria/Telemetria_por_etapa (copy)/Onboards/992/Ref_992_23ET1.vbo	557523	037d73bc541559cbb819b70d65dd7c86	Racelogic VBOX	vbo		Porsche 992			Trabalho/Porsche_Cup/Docs/Onboards_referencia/992/Ref_992_23ET1.vbo
Trabalho/Porsche_Cup/2026/analise/Telemetria_Real/Formula_3/Geral/P.Piquet000000.pds	7457184	c4db5f30f9a8e244d232b4d3d34aeedc	Cosworth PI	pds		Porsche			
Trabalho/Porsche_Cup/2026/analise/Telemetria_Real/Formula_3/Geral/P.Piquet000000.pid	1959684	b06362bff374f60c5120558bf81417e4	Cosworth PI	pid		Porsche			
Trabalho/Porsche_Cup/2026/analise/Data Analysis/Logs/PI Toolbox/Engenharia Eficaz Tutorial.pwb	53248	e329b8680915cb1a6592e709f2c3d093	Cosworth PI	pwb		Porsche			Trabalho/Biblioteca/ferramentas/softwares_analise/pi-toolbox/Engenharia Eficaz Tutorial.pwb
Trabalho/Porsche_Cup/2026/analise/Data Analysis/Logs/PI Toolbox/TESTE 1.pwb	15360	3ddd1e92f406e8312cfea358a102a6e0	Cosworth PI	pwb		Porsche			Trabalho/Biblioteca/ferramentas/softwares_analise/pi-toolbox/TESTE 1.pwb
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/ohnespeed_ACC/Zolder-amr_v8_vantage_gt3-17-2024.05.28-23.32.23.ld	45175712	3ca9913530b686d715350d3620e55d0a	Simulador	ld	Zolder		2024.05.28		
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/ohnespeed_ACC/Zolder-amr_v8_vantage_gt3-17-2024.05.28-23.32.23.ldx	2379	17a3ee886e1aa9ba81e9966a7c5f7b18	MoTeC	ldx	Zolder		2024.05.28		
Trabalho/Telemetria/Simuladores/Telemetria_Simuladores/Assetto_Corsa/Zolder/MCLAREN720SGT3EVO/2024-06-07_Zolder_ACC_MCLAREN720SGT3EVO_Run7.ld	906	ac18ebb8053d0acbcf048edd0ca1507e	Simulador	ld	Zolder	MCLAREN720SGT3EVO	2024-06-07	Run7	
Trabalho/Telemetria/Simuladores/Telemetria_Simuladores/Assetto_Corsa/Zolder/MCLAREN720SGT3EVO/2024-06-07_Zolder_ACC_MCLAREN720SGT3EVO_Run2.ld	466	999a3f71ecde87f0072f1ecb1767c56b	Simulador	ld	Zolder	MCLAREN720SGT3EVO	2024-06-07	Run2	
Trabalho/Telemetria/Simuladores/Telemetria_Simuladores/Assetto_Corsa/Suzuka/PORSCHE992GT3R/2024-08-17_Suzuka_ACC_PORSCHE992GT3R_Run0.ld	561	9e130c0cd7359b47940f0f4bd2fa947b	Simulador	ld	Suzuka	PORSCHE992GT3R	2024-08-17	Run0	
Trabalho/Telemetria/Simuladores/Telemetria_Simuladores/Assetto_Corsa/Suzuka/PORSCHE992GT3R/2024-08-17_Suzuka_ACC_PORSCHE992GT3R_Run1.ld	561	732606025c2d25dfdb3732e1c2c30eb3	Simulador	ld	Suzuka	PORSCHE992GT3R	2024-08-17	Run1	
Trabalho/Telemetria/Simuladores/Telemetria_Simuladores/Assetto_Corsa/Zolder/JAGUARG3/2024-08-17_Zolder_ACC_JAGUARG3_Run0.ld	621	8f48f08740ff299c353f4341d668f243	Simulador	ld	Zolder	JAGUARG3	2024-08-17	Run0	Trabalho/Telemetria/Simuladores/ACC_AutoAnalise/Ruins/Zolder-jaguar_g3-0-2024.08.17-16.13.01.ldx
Trabalho/Telemetria/Simuladores/Telemetria_Simuladores/Assetto_Corsa/Zolder/JAGUARG3/2024-08-17_Zolder_ACC_JAGUARG3_Run2.ld	930	b4d488b8ccbf2402ad833469c66b8929	Simulador	ld	Zolder	JAGUARG3	2024-08-17	Run2	Trabalho/Telemetria/Simuladores/ACC_AutoAnalise/Ruins/Zolder-jaguar_g3-2-2024.08.17-16.17.47.ldx
Trabalho/Telemetria/Simuladores/Telemetria_Simuladores/Assetto_Corsa/Zolder/JAGUARG3/2024-08-17_Zolder_ACC_JAGUARG3_Run3.ld	1343	013b9f7dd9a27e23b7b10a499686da5e	Simulador	ld	Zolder	JAGUARG3	2024-08-17	Run3	Trabalho/Telemetria/Simuladores/ACC_AutoAnalise/Ruins/Zolder-jaguar_g3-3-2024.08.17-16.26.25.ldx
Trabalho/Telemetria/Simuladores/Telemetria_Simuladores/Assetto_Corsa/Zandvoort/NISSANGTRGT32018/2024-08-17_Zandvoort_ACC_NISSANGTRGT32018_Run0.ld	218	93c0be7e2f65c04fba8e59f6fc6ef585	Simulador	ld	Zandvoort	NISSANGTRGT32018	2024-08-17	Run0	Trabalho/Telemetria/Simuladores/ACC_AutoAnalise/Ruins/Zandvoort-nissan_gt_r_gt3_2018-0-2024.08.17-13.27.29.ldx
Trabalho/Telemetria/Simuladores/Telemetria_Simuladores/Assetto_Corsa/Zolder/JAGUARG3/2024-08-17_Zolder_ACC_JAGUARG3_Run1.ld	621	9eebde0cf07e08ff4a9c9f29fdcb71be	Simulador	ld	Zolder	JAGUARG3	2024-08-17	Run1	Trabalho/Telemetria/Simuladores/ACC_AutoAnalise/Ruins/Zolder-jaguar_g3-1-2024.08.17-10.59.39.ldx
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/Tyres.i2wkb	5383	618314cd385ac1c6409742411f66c4aa	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Tyres.i2wkb
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/Engine.i2wkb	41728	cf6c223795706993dc7ee73278419f5b	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Engine.i2wkb
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/Brakes.i2wkb	12074	5b1bfbef4e77d9ebb368fd9726f40b60	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Brakes.i2wkb
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/Suspension.i2wkb	12526	bdb03349998f315ea26b53d2bc4726d3	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Suspension.i2wkb
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/Driver.i2wkb	24426	ac24b059b24413cb52a5661492f5d278	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Driver.i2wkb
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/Samples.i2wkb	47975	dfe49364539f91116793e45e2574a1df	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Samples.i2wkb
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/Transmission.i2wkb	7512	8736b07682e17f125a2184bedbe31ca3	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Transmission.i2wkb
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/Base.i2wkb	43801	cedfc76909e8e9c0a1e713414b074ac2	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Base.i2wkb
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-1-2023.03.05-14.54.53.ld	15141932	d2824cbe15c43e261049f1a6e366b2d3	MoTeC	ld	Nurburgring	Porsche 991.1	2023.03.05		Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-1-2023.03.05-14.54.53.ld
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-1-2023.03.05-14.54.53.ldx	390	2244833500e264a4aec9457428e81164	MoTeC	ldx	Nurburgring	Porsche 991.1	2023.03.05		Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-1-2023.03.05-14.54.53.ldx
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-0-2023.03.05-14.52.09.ldx	304	c79a62e76264702c7bc9750624278900	MoTeC	ldx	Nurburgring	Porsche 991.1	2023.03.05		Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-0-2023.03.05-14.52.09.ldx
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-0-2023.03.05-14.52.09.ld	8701632	5c6e545865e3c03bb7cf6815033dbe78	MoTeC	ld	Nurburgring	Porsche 991.1	2023.03.05		Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-0-2023.03.05-14.52.09.ld
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-0-2023.03.05-14.51.12.ldx	304	c79a62e76264702c7bc9750624278900	MoTeC	ldx	Nurburgring	Porsche 991.1	2023.03.05		Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-0-2023.03.05-14.52.09.ldx
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-0-2023.03.05-14.51.12.ld	8701632	a3b3f828f219c6ecfd47106ecd90e506	MoTeC	ld	Nurburgring	Porsche 991.1	2023.03.05		Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-0-2023.03.05-14.51.12.ld
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-2-2023.03.05-14.49.58.ld	8701632	9d447d486c4e4cbfab36aaf4cc91e77a	MoTeC	ld	Nurburgring	Porsche 991.1	2023.03.05		Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-2-2023.03.05-14.49.58.ld
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-2-2023.03.05-14.49.58.ldx	304	c79a62e76264702c7bc9750624278900	MoTeC	ldx	Nurburgring	Porsche 991.1	2023.03.05		Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-0-2023.03.05-14.52.09.ldx
Trabalho/Telemetria/Referencias_outras_plataformas/F3/Rubens Barrichello/F309-016/2018-06-20/Rubinho Barrichello_F309-016_20180620_163217_Interlagos_4300133_c_0583.drk	865840	5447c3fe1f20fe48072a8e6429e18108	AiM	drk	Interlagos	F309-016	20180620		Trabalho/Telemetria/F3/Interlagos/Rubinho Barrichello_F309-016_20180620_163217_Interlagos_4300133_c_0583.drk
Trabalho/Telemetria/Referencias_outras_plataformas/F3/Rubens Barrichello/F309-016/2020-12-02/Rubens Barrichello_F309-016_20201202_165034_Curitiba_4300133_c_1124.drk	864652	b9d8b9317de5ad73ddedd6e46518437a	AiM	drk	Curitiba	F309-016	20201202		Trabalho/Telemetria/F3/Geral/Rubens Barrichello_F309-016_20201202_165034_Curitiba_4300133_c_1124.drk
Trabalho/Telemetria/Referencias_outras_plataformas/F3/Gabriel Bortoleto/F309-016/2021-02-02/Gabriel Bortoleto_F309-016_20210202_184605_Interlagos_4300133_c_1162.rrk	236352	d49bbbd2e2f5c3928f02e348eab92f11	AiM	rrk	Interlagos	F309-016	20210202		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210202_184605_Interlagos_4300133_c_1162.rrk
Trabalho/Telemetria/Referencias_outras_plataformas/F3/Gabriel Bortoleto/F309-016/2021-02-02/Gabriel Bortoleto_F309-016_20210202_173333_Interlagos_4300133_c_1158.rrk	235712	b3a8ab50c3f15fdac55100e4f4a6f180	AiM	rrk	Interlagos	F309-016	20210202		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210202_173333_Interlagos_4300133_c_1158.rrk
Trabalho/Telemetria/Referencias_outras_plataformas/F3/Gabriel Bortoleto/F309-016/2021-02-02/Gabriel Bortoleto_F309-016_20210202_161306_Interlagos_4300133_c_1154.rrk	334336	d6403babf3a8372775c5ffab01d8f085	AiM	rrk	Interlagos	F309-016	20210202		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210202_161306_Interlagos_4300133_c_1154.rrk
Trabalho/Telemetria/Referencias_outras_plataformas/F3/Gabriel Bortoleto/F309-016/2021-02-02/Gabriel Bortoleto_F309-016_20210202_154104_Interlagos_4300133_c_1153.drk	470416	e1f007ef0e6ca367f82bbe98a2898c69	AiM	drk	Interlagos	F309-016	20210202		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210202_154104_Interlagos_4300133_c_1153.drk
Trabalho/Telemetria/Referencias_outras_plataformas/F3/Gabriel Bortoleto/F309-016/2021-02-02/Gabriel Bortoleto_F309-016_20210202_151902_Interlagos_4300133_c_1152.drk	793624	0023ff3c5914474f007d54d77a175f5b	AiM	drk	Interlagos	F309-016	20210202		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210202_151902_Interlagos_4300133_c_1152.drk
Trabalho/Telemetria/Referencias_outras_plataformas/F3/Gabriel Bortoleto/F309-016/2021-02-02/Gabriel Bortoleto_F309-016_20210202_125340_Interlagos_4300133_c_1150.drk	628240	83432ea83c7a10de90e314651c98b51e	AiM	drk	Interlagos	F309-016	20210202		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210202_125340_Interlagos_4300133_c_1150.drk
Trabalho/Telemetria/Referencias_outras_plataformas/F3/Gabriel Bortoleto/F309-016/2021-02-02/Gabriel Bortoleto_F309-016_20210202_154104_Interlagos_4300133_c_1153.gpk	344832	011a02c05bd818c3a2b1fffba442980d	AiM	gpk	Interlagos	F309-016	20210202		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210202_154104_Interlagos_4300133_c_1153.gpk
