caminho	tamanho	hash_md5	logger	extensao	pista	carro	data	sessao	duplicata_de
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211218_173226.xrz	3185581	33bc98c40605bf55b84869a5c7412a91	AiM	xrz			20211218	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Jefferson_BMW S1000RR 01_210527_1656_Qualifying testing_a_0268.gpk	7464768	84e381ad63466c37d25e674ba80b6379	AiM	gpk		BMW S1000RR 01	210527	Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_88 Yamaha R3_Interlago SP_Qualifying testing_a_0665.xrk	1833736	a098ea0861921038180df39ad48adfbb	AiM	xrk	Interlago SP	88 Yamaha R3		Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_88 Yamaha R3_Interlago SP_Qualifying testing_a_0662.gpk	1358304	236e0b358d4118d415ed49a68c6af920	AiM	gpk	Interlago SP	88 Yamaha R3		Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Practice 1_20231006_112610.xrk	2411462	5bd595e7f10594eb4ab19ebf5f6d2569	AiM	xrk			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Jefferson_BMW S1000RR 01_210527_1656_Qualifying testing_a_0269.xrk	6827486	bb0b83f82094add5f48f50ddc2b2037b	AiM	xrk		BMW S1000RR 01	210527	Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_88 Yamaha R3_Interlago SP_Qualifying testing_a_0665.gpk	1395456	40d9af54214b5839f28894cec4347b6d	AiM	gpk	Interlago SP	88 Yamaha R3		Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220514_114818.xrz	1605632	c36c7caa0f2355a531d908ca9f288381	AiM	xrz			20220514	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/36 - KAKA_classificatorio_Goiania_Treino Livre 2_a_0448.drk	654690	6bd9af6001524f9c102b311181362824	AiM	drk	Goiania	classificatorio		Treino Livre 2	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_Practice 1_20231006_111512.xrz	1305847	1d44857822bf9ddc5785cbec8d989657	AiM	xrz			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_88 Yamaha R3_Interlago SP_Qualifying testing_a_0662.xrk	1786297	79da2ee672807f896a2e0a33b005e7cc	AiM	xrk	Interlago SP	88 Yamaha R3		Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/20211127_102818_16 Alex Kaua_Practice 3.drk	568732	5b3ac7ebd1da067de8f32d6934a44a73	AiM	drk			20211127	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211219_144730.xrz	423801	f31bd6c3df9006cebc3a82b40bc600f4	AiM	xrz			20211219	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/16_Yamaha R3_Goiania_Treino Livre 3_a_0316.drk	726802	249c894777a6f329644574a0c4cc978f	AiM	drk	Goiania	Yamaha R3		Treino Livre 3	
Trabalho/Telemetria/Motos_2021-2024/20211127_101227_16 Alex Kaua_Practice 3.drk	541642	c2cc85a4eda87a53aac9faac488e792b	AiM	drk			20211127	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/DazziBMW S1000RR21102017_002.drk	410428	ff38ce58e5cb53243d588e7360b67e05	AiM	drk		BMW S1000RR	21102017		
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220513_142157.xrk	2194174	9b3ca204629975226720615199e7cc49	AiM	xrk			20220513	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/20211127_101227_16 Alex Kaua_Practice 3.xrk	3301538	c20ec260b96bbcae04bb42fce9b0f360	AiM	xrk			20211127	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/20211127_110812_16 Alex Kaua_Practice 3.xrk	2530321	f716608161ba5194e41a7efd9131e005	AiM	xrk			20211127	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211218_172228.xrk	845942	cbd2cfd907dd46d8745484a07162bb0c	AiM	xrk			20211218	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_Practice 1_20231006_111512.rrk	855552	dc5f31fb3cf8ae09435b69f0d41bdc69	AiM	rrk			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Jefferson_BMW S1000RR 01_210527_1656_Qualifying testing_a_0269.rrk	1348096	a1abe633404c1a53f07924d7d9ece84c	AiM	rrk		BMW S1000RR 01	210527	Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/ALZHAN BARROSSI_82 Yamaha R3_Goiania_Treino Livre 1_a_0280.xrk	3832729	cd192e7909f764aaae49c17bd7a2e4a7	AiM	xrk	Goiania	82 Yamaha R3		Treino Livre 1	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220513_143752.xrz	929792	ec54beff498cdceded2a844f2d738a14	AiM	xrz			20220513	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana - 47_Warm-up_20221127_080020.drk	647568	81ce75f0b683ce0be9e06a01bcec81c5	AiM	drk			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/16_Yamaha R3_Goiania_Treino Livre 3_a_0316.gpk	2511456	726c1b532656523c4ca1d2030740fee1	AiM	gpk	Goiania	Yamaha R3		Treino Livre 3	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_140113_Nicolas.xrz	1211922	5e385a1943785b6efe54d232be579ab2	AiM	xrz	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_120017.drk	322658	e07c52bed2aa2694a7ead6ccf34285c9	AiM	drk			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_140843_Alexandre.gpk	905280	b288920308f456a927b616248d772ec0	AiM	gpk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_143626_Nicolas.xrk	1693496	d0e9e66de14337c6c519fed5af94f398	AiM	xrk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_140113_Nicolas.gpk	2034240	dbfe8fbba0244f7d77e3116ba53c91e0	AiM	gpk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Gui Soares91127112021.gpk	2269248	07045408554d6152996de12aeb8453ba	AiM	gpk					
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_152953.rrk	186432	15b53fa11f2a329cbad67827f6364a64	AiM	rrk			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Enzo Maccapani_56 Yamaha R3_Goiania_Generic testing_a_0783.rrk	520384	7c063cbc7e4e423e5704bd80e2840f88	AiM	rrk	Goiania	56 Yamaha R3		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Caua Rocha_Practice 1_20231006_111601.xrz	230534	4d2dc8034807c6b2026b03a148afb730	AiM	xrz			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_Practice 1_20231006_111656.rrk	541696	00ae34c384e8e4e2f106e40bde079aab	AiM	rrk			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_154548.xrk	1798441	9e00cb21e367479d64ff7f836bf2665a	AiM	xrk			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220515_154002.xrk	881590	1d2fde8f988a77be2ca7254b4000b7a9	AiM	xrk			20220515	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_154548.gpk	1336704	4d9fc5cab567de6754eedb67659b1f28	AiM	gpk			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_172502_Nicolas.rrk	356096	9313e13b215c37c4c8dddd79aa45c6d0	AiM	rrk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_154548.drk	687794	b29bb26e3e8ceda3a93d321cc6af5b87	AiM	drk			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/goiania_20230921_135423_nicolas.xrk	2329327	0c04cea3120328394122ebe1216b0c5d	AiM	xrk	goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220513_143048.xrz	968850	d3c4a54c694ee18d64cbd0d4ad029f39	AiM	xrz			20220513	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220513_153613.xrz	1907356	96d3d9e86c522758fceb1052248430b2	AiM	xrz			20220513	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_154428_Nicolas.drk	396136	0a33ea6a89e8345c6a2d9106390cc88b	AiM	drk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220515_134916.xrz	379951	ce50de44a54573746bbcee1d8854a87a	AiM	xrz			20220515	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_Practice 1_20231006_113035.xrz	706767	6bd9ea5848530f30d8df7db41395c3ef	AiM	xrz			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_152953.xrz	508177	bf8379156b48552d408135b4a8ad11ac	AiM	xrz			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_143626_Nicolas.xrz	758074	d08e4bafe6e44cd51bd0a12f4a26e3d5	AiM	xrz	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_114123.drk	706048	f986b1ee32079f7aaa414179642f0482	AiM	drk			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_171115_Hugo.drk	484060	30d15d7c61aa4a0be42d014b1c3de771	AiM	drk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/20211127_110812_16 Alex Kaua_Practice 3.rrk	427648	1dacfed73786c8b867e240cdc9c9d747	AiM	rrk			20211127	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_Practice 1_20231006_111656.xrz	571846	18f4f658c2c5115ea62ef5e98544c349	AiM	xrz			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_162210_Raphael.xrz	941332	1bb402ecd855c2c17def57599aa040c3	AiM	xrz	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_154428_Nicolas.xrk	1729703	6833f3a3d2154917384a5aa9f1d16973	AiM	xrk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_Practice 1_20231006_112402.xrk	1494124	4efeb5d79e298f91565d3e0dace13850	AiM	xrk			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Viana_Practice 1_20231006_111543.xrz	239078	c8e286be77994460fda11d3da8e125c0	AiM	xrz			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Alex Kaua_20210626_132353_Goiania_16 Yamaha R3_a_0248.rrk	726528	c7d7f4488748bfe89b21f8241387eebd	AiM	rrk	Alex Kaua		20210626		
Trabalho/Telemetria/Motos_2021-2024/Juan Vieira_11_Goiania_Qualifying testing_a_0389.xrk	2471572	e3ad6f10b38aa59e45116ae49e440ded	AiM	xrk	Goiania	11		Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_160108_Raphael.gpk	919680	53d4da9969d0c4e5d49d133230340b37	AiM	gpk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Italo Santana - 47_Warm-up_20221127_081656.xrk	189114	aefe6133670be77246e1fd07e562f316	AiM	xrk			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_135423_Nicolas.gpk	1770432	0a7fd331ee9f698660854dccd64ab69f	AiM	gpk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Italo Santana - 47_2nd Race_20221127_104306.xrz	1078024	86cf51e9ddc8c19bd31ae3e906152197	AiM	xrz			20221127	2nd Race	
Trabalho/Telemetria/Motos_2021-2024/Alex Schultz - 22_2nd Race_20221127_112629.drk	975004	2124dc122288a383efa1657116b2269e	AiM	drk			20221127	2nd Race	
Trabalho/Telemetria/Motos_2021-2024/Enzo - 788_Warm-up_20221127_080110.drk	668324	6fead0c117004d97bbbb4e9758f67a4d	AiM	drk			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_152321_Hugo.rrk	154176	1a7723c1b55deb5c9a4023047528cf13	AiM	rrk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_152317_Alexandre.rrk	395968	0752baa2bd5706ebbc7ffaf3c7197c42	AiM	rrk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_135423_Nicolas.xrz	1067291	aa1d6fe54a0727f5fa4217237733cde8	AiM	xrz	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Enzo - 788_Warm-up_20221127_080110.rrk	691328	61ccca2b6e71c37ecf80c0a578388efb	AiM	rrk			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/erico 22_generic testing_20220513_143752.xrk	1761395	f2b60b56b708a4ffabab16f7d02b622d	AiM	xrk			20220513	generic testing	
Trabalho/Telemetria/Motos_2021-2024/Alex Schultz - 22_2nd Race_20221127_112629.xrz	207870	c31d4bf9c34ab8674e9819c32ae6eb58	AiM	xrz			20221127	2nd Race	
Trabalho/Telemetria/Motos_2021-2024/goiania_20230921_172502_nicolas.xrk	2102647	d1dbe9266687904c98f152474b9cc89b	AiM	xrk	goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_145753_Nicolas.rrk	290688	d9d1ab2aeb0316487d291900374a7d2d	AiM	rrk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/diego moreira - 5_2nd race_20221127_104355.xrk	177669	7d8749fa71736cff38ccdc5c25ab9cba	AiM	xrk			20221127	2nd race	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_121359_Alexandre.drk	697984	164d625eff3c737093f0cf8412a559d5	AiM	drk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_160108_Raphael.drk	284608	90a46309f0df0abdb2df13c042b54e9d	AiM	drk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_162210_Raphael.rrk	351616	838a667f0eb2b152ebdce1e16191f514	AiM	rrk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Italo Santana - 47_Warm-up_20221127_080020.rrk	669952	395c67de75b777281afc495b5975104e	AiM	rrk			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_172502_Nicolas.xrz	957277	3e036ca451f5e9e397cabeef5860f4ff	AiM	xrz	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Alex Schultz - 22_1st Race_20221126_162721.xrz	1826268	61a2cbebda9e076e3f1f5631e94294fd	AiM	xrz			20221126	1st Race	
Trabalho/Telemetria/Motos_2021-2024/kaua calgaroto_practice 1_20231006_111656.xrk	1247561	3745e5feb6e66178276b5118a2a8e8d6	AiM	xrk			20231006	practice 1	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana - 47_Warm-up_20221127_081656.xrz	86592	2354786ac25883419ba2c32ff5a9ca22	AiM	xrz			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Enzo - 788_Warm-up_20221127_081919.xrz	69591	d3e220c79ee2f09cfa8b6b77048a9167	AiM	xrz			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/erico 22_generic testing_20220513_153613.xrk	3624772	e99b8076c39aca5bca4f03f3048b3266	AiM	xrk			20220513	generic testing	
Trabalho/Telemetria/Motos_2021-2024/gustavo viana_practice 1_20231006_111543.xrk	516282	2b3d85d9024f1413444749879ef569f3	AiM	xrk			20231006	practice 1	
Trabalho/Telemetria/Motos_2021-2024/caua rocha_practice 1_20231006_111601.xrk	496752	32c29e28ec3d8e7b536a5dd7cfa08f3b	AiM	xrk			20231006	practice 1	
Trabalho/Telemetria/Motos_2021-2024/Diego Moreira - 5_2nd Race_20221127_104355.xrz	80116	64b5971b5331bffe462511807388cd0a	AiM	xrz			20221127	2nd Race	
Trabalho/Telemetria/Motos_2021-2024/alex schultz - 22_1st race_20221126_162721.xrk	3941836	d13ebb893831745c5f204b53e46a715f	AiM	xrk			20221126	1st race	
Trabalho/Telemetria/Motos_2021-2024/Diego Moreira - 5_2nd Race_20221127_104059.rrk	133120	2edaedb7e9d86273df26f0e327f9a4d3	AiM	rrk			20221127	2nd Race	
Trabalho/Telemetria/Motos_2021-2024/alex schultz - 22_2nd race_20221127_112629.xrk	454811	2e9736af470b9fb26c484380f67c037d	AiM	xrk			20221127	2nd race	
Trabalho/Telemetria/Motos_2021-2024/Enzo - 788_Warm-up_20221127_081840.xrk	116739	258740f5308215f9c57cbc0332200a74	AiM	xrk			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_162210_Raphael.gpk	1582080	4cfaa34b17f852db4830cd5add44f816	AiM	gpk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/erico 22_generic testing_20220513_143048.xrk	1835297	38cf154c7a79e448c56b8e7d10b8b8bd	AiM	xrk			20220513	generic testing	
Trabalho/Telemetria/Motos_2021-2024/andre ulhoa_generic testing_20220529_152953.xrk	1129578	9db67067f10421c01df43207969a2b75	AiM	xrk			20220529	generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230922_095945_Alexandre.rrk	983232	b3e44674fc6975984f07e3dbc98f77d7	AiM	rrk	Goiania		20230922		
Trabalho/Telemetria/Motos_2021-2024/Enzo - 788_Warm-up_20221127_081840.xrz	52688	898f2b68595f5a49391e56c6c19bc4d6	AiM	xrz			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_140843_Alexandre.rrk	201216	2725f2f55c12afa5d83cb1cc4af2cafc	AiM	rrk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_142427_Nicolas.gpk	1677696	3df692414559c4bcaa1515476795a9f8	AiM	gpk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Alex Schultz - 22_1st Race_20221126_162418.xrk	490387	24cd7208439d33c746c7bff141d74725	AiM	xrk			20221126	1st Race	
Trabalho/Telemetria/Motos_2021-2024/erico 22_generic testing_20211219_144730.xrk	819014	7e3ecde1fc48e8882de5ca69d075534e	AiM	xrk			20211219	generic testing	
Trabalho/Telemetria/Motos_2021-2024/Enzo - 788_Warm-up_20221127_081919.xrk	154233	e42a5b21405133b881509bc3d9004d22	AiM	xrk			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/erico 22_generic testing_20220514_114818.xrk	3013678	a09640befddded39aaf5e88df09ffe8f	AiM	xrk			20220514	generic testing	
Trabalho/Telemetria/Motos_2021-2024/italo santana - 47_2nd race_20221127_104306.xrk	2330205	20e2d3eb0a5c29b7a237e40f6e8585e2	AiM	xrk			20221127	2nd race	
Trabalho/Telemetria/Motos_2021-2024/gustavo manso_practice 1_20231006_111512.xrk	2796670	39e0a19be2c189c9d473cfab8c77c9a3	AiM	xrk			20231006	practice 1	
Trabalho/Telemetria/Motos_2021-2024/goiania_20230919_162210_raphael.xrk	2076280	bb26aaecd5afda9337491a51143806d8	AiM	xrk	goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/goiania_20230923_140113_nicolas.xrk	2668328	c94791f68ef0cb75aca71c80bae33af2	AiM	xrk	goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/erico 22_generic testing_20220515_134916.xrk	728354	44e1c83f70e97b2792db94e8aff2f435	AiM	xrk			20220515	generic testing	
Trabalho/Telemetria/Motos_2021-2024/italo santana_practice 1_20231006_120537.xrk	2451737	b721520aa80605495a4ff76b7c32c59d	AiM	xrk			20231006	practice 1	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211218_172857.xrz	399533	dbed73166c1e486e8ce307e3bc9886ba	AiM	xrz			20211218	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/36 - KAKA_classificatorio_Goiania_Treino Livre 2_a_0448.rrk	349568	fe719b9cd7fb3daf4c2f8fc34d7609b1	AiM	rrk	Goiania	classificatorio		Treino Livre 2	
Trabalho/Telemetria/Motos_2021-2024/Danilo BrumZX1024092021_002.gpk	633984	420b14cb878a6cd0c47de73709096b6c	AiM	gpk					
Trabalho/Telemetria/Motos_2021-2024/ALZHAN BARROSSI_82 Yamaha R3_Goiania_Treino Livre 1_a_0280.drk	626210	9d002ddde80eaa2a3fcf14d68ae1cb7f	AiM	drk	Goiania	82 Yamaha R3		Treino Livre 1	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211218_151641.xrk	108479	3b57ae8c835a0c1488789532a3275ed9	AiM	xrk			20211218	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/20211127_102818_16 Alex Kaua_Practice 3.rrk	587264	0905c69c3b2cc73cae7d7bb8ca71e1d2	AiM	rrk			20211127	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Practice 1_20231006_111521.xrz	880666	539daf06f9415c3aeea311a561588cea	AiM	xrz			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Diego Pierluigi_Yamaha R1_Interlago SP_Qualifying testinga_0018.drk	338250	e1d7e33c69025283373ad12387e50b3f	AiM	drk					
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Practice 1_20231006_112610.xrz	1116064	e56e6f670498533c9052d11d298295ba	AiM	xrz			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Diego Pierluigi_Yamaha R1_Interlago SP_Qualifying testinga_0019.drk	601368	3a43aa17ab4658a9a37dd7b0f80ef076	AiM	drk					
Trabalho/Telemetria/Motos_2021-2024/DazziBMW S1000RR23092017.drk	278224	8400b30853fc73025cda63d82cc68ca0	AiM	drk		BMW S1000RR	23092017		
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211218_175316.xrk	58985	92ec1d3792647086ff3fde2c26cc1b22	AiM	xrk			20211218	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211219_144709.xrz	55463	caaff38018888eedd3054919f51d966e	AiM	xrz			20211219	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_88 Yamaha R3_Interlago SP_Qualifying testing_a_0665.rrk	310144	f9b58c7d1135dbbd07b587d5abbc1380	AiM	rrk	Interlago SP	88 Yamaha R3		Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_88 Yamaha R3_Goiania_Qualifying testing_a_0727.gpk	1237632	6f53dca74e635824331075cd473858d6	AiM	gpk	Goiania	88 Yamaha R3		Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/Diego Pierluigi_Yamaha R1_Interlago SP_Qualifying testinga_0016.drk	377034	5fc63dbc134fcfcf118f21d11ff4109d	AiM	drk					
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211218_151641.xrz	55135	efbb5128b483a15707eb3c48dab6e6dc	AiM	xrz			20211218	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/20211127_101227_16 Alex Kaua_Practice 3.rrk	558144	0f8780d198eb38324541be0fb65490f3	AiM	rrk			20211127	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_145715.drk	894000	dcab8e3b328570312b8a08705fe85f84	AiM	drk			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Diego Pierluigi_Yamaha R1_Interlago SP_Qualifying testinga_0020.drk	369060	24859606c1bba3a9bca5630a73a89e39	AiM	drk					
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211219_152546.xrz	32828	fb8787e58e97cd1ca4bf193f135998d2	AiM	xrz			20211219	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211219_152636.xrk	142886	179aa46ec46d9e00867aa79906317654	AiM	xrk			20211219	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_Practice 1_20231006_120537.rrk	484800	789a92fae79d12e391a2851a15838d92	AiM	rrk			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220801_160251.drk	512982	45a13d226aace1acf9df630daab19590	AiM	drk			20220801	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211218_172228.xrz	434863	7c9f356b179a41a4d9810ddc35c0f361	AiM	xrz			20211218	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/DazziBMW S1000RR22102017.drk	444460	cf174c9c53cd8113f650f287c754c4fb	AiM	drk		BMW S1000RR	22102017		
Trabalho/Telemetria/Motos_2021-2024/Danilo BrumZX1024092021_002.2.rrk	140992	6bf22a19d440ad96e61a921ce786ae5c	AiM	rrk					
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211219_152636.xrz	72941	2fc1c27cc8c11030bcd95f6b42c479d6	AiM	xrz			20211219	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220801_160251.xrz	611546	1adb75412c35c1a2f87606be7350be73	AiM	xrz			20220801	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211219_145744.xrz	442166	6bb8ab94f59d3d97285098d09c426f6e	AiM	xrz			20211219	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211219_144709.xrk	106628	8591d06fc157e35c5b6ba96ce98fd479	AiM	xrk			20211219	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211218_172157.xrk	133839	bf17f5d9cb16dda237a2064a39881069	AiM	xrk			20211218	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211219_152546.xrk	66871	52130b73b38ad0f0c70a6b07fdbb1ccb	AiM	xrk			20211219	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/ALZHAN BARROSSI_82 Yamaha R3_Goiania_Treino Livre 1_a_0280.rrk	648064	c9ef9c5858ed05da154a1cc8d57351e6	AiM	rrk	Goiania	82 Yamaha R3		Treino Livre 1	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211218_172157.xrz	68613	026a84ce24239f6a98e6fbbfb7ccfb8f	AiM	xrz			20211218	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Enzo Maccapani_56 Yamaha R3_210516_0913_Generic testing_a_0765.drk	797632	ca4010dc57c758ee47f2c5d8514065b3	AiM	drk		56 Yamaha R3	210516	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211218_175316.xrz	28711	d9f47e251c00337b5f9eb0caa9438d06	AiM	xrz			20211218	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_101631_Nicolas.drk	337960	55a2ad82efe4cd2c49b1459137e27648	AiM	drk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_Practice 1_20231006_112402.xrz	676506	4c7626a3e02947d123dba349bc30d824	AiM	xrz			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Juan Vieira_11_Goiania_Qualifying testing_a_0389.rrk	335168	2bf9c866b951c0b8f1e94a113b4a0511	AiM	rrk	Goiania	11		Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/86 JOAO_YAMAHA R3_Goiania_Generic testing_a_0260.drk	816400	5610a5249fdb2c6568931d534f688525	AiM	drk	Goiania	YAMAHA R3		Generic testing	
